"";"Huurprijs";"Woonoppervlakte";"Type.woning";"persoon.type";"Bouwjaar";"woz_value";"Stofferingstype";"Energielabel";"avg_price";"corrected_avgm2_price";"koopsom.koopjaar";"Gemeente"
"1639";763;90;"apartment";"ingeschreven_natuurlijk_persoon";1964;0;"unknown";"E";80375;890,744101684211;2012;"Sittard-Geleen"
"1640";4000;200;"house";"ingeschreven_natuurlijk_persoon";1939;1331000;"upholstered";"";739800;4302,5641025641;2017;"Den Haag"
"1641";1450;60;"apartment";"ingeschreven_natuurlijk_persoon";1981;433000;"upholstered";"";83800;1349,09467455621;2012;"Utrecht"
"1642";1395;75;"apartment";"ingeschreven_natuurlijk_persoon";2004;444000;"upholstered";"";365000;4831,08108108108;2019;"Dordrecht"
"1643";1225;76;"apartment";"ingeschreven_niet_natuurlijk_persoon";1925;NA;"unknown";"B";188000;2506,66666666667;2019;"Arnhem"
"1644";1450;93;"house";"ingeschreven_natuurlijk_persoon";1989;363000;"upholstered";"";225000;2431,57894736842;2006;"Zundert"
"1645";1595;100;"apartment";"ingeschreven_niet_natuurlijk_persoon";1800;NA;"upholstered";"B";325000;3200;2019;"Leiden"
"1646";975;59;"house";"ingeschreven_natuurlijk_persoon";1930;329000;"upholstered";"B";98000;1691,66666666667;2014;"Amersfoort"
"1647";1400;64;"apartment";"ingeschreven_natuurlijk_persoon";1957;360000;"furnished";"";119000;1984,12698412698;2005;"Rotterdam"
"1648";1400;44;"apartment";"ingeschreven_natuurlijk_persoon";1886;263000;"upholstered";"";260000;5388,88888888889;2015;"Amsterdam"
"1649";950;35;"apartment";"ingeschreven_natuurlijk_persoon";1901;369000;"upholstered";"";71508,6206896552;2093,75;2008;"Leiden"
"1650";1460;110;"house";"ingeschreven_natuurlijk_persoon";2010;263000;"upholstered";"A";181000;1614,75409836066;2017;"Eindhoven"
"1651";1075;57;"apartment";"ingeschreven_natuurlijk_persoon";1970;270000;"upholstered";"";106000;1766,66666666667;2019;"Enschede"
"1652";3000;160;"apartment";"ingeschreven_natuurlijk_persoon";2006;647000;"upholstered";"A";310000;2066,66666666667;2004;"Amsterdam"
"1653";1400;80;"apartment";"ingeschreven_natuurlijk_persoon";1932;329000;"furnished";"";142500;1812,5;2016;"Eindhoven"
"1654";1350;81;"apartment";"ingeschreven_niet_natuurlijk_persoon";1966;NA;"upholstered";"C";335000;4243,82716049383;2022;"Maastricht"
"1655";1395;60;"apartment";"ingeschreven_natuurlijk_persoon";1959;356000;"furnished or upholstered";"E";375000;6267,60563380282;2022;"Den Haag"
"1656";2250;72;"apartment";"ingeschreven_niet_natuurlijk_persoon";1735;NA;"furnished";"";525000;7857,14285714286;2020;"Amsterdam"
"1657";1595;75;"apartment";"kadaster_niet_natuurlijk_persoon";1916;NA;"upholstered";"E";3e+05;4000;2016;"Amsterdam"
"1658";1295;82;"apartment";"ingeschreven_natuurlijk_persoon";2004;282000;"upholstered";"A";290000;3560,9756097561;2021;"Breda"
"1659";1500;116;"apartment";"ingeschreven_niet_natuurlijk_persoon";2009;NA;"upholstered";"";40000;394,619631;2021;"Groningen"
"1660";2100;140;"apartment";"ingeschreven_natuurlijk_persoon";1912;643000;"upholstered";"F";278156;1964,78873239437;2019;"Den Haag"
"1661";1500;69;"apartment";"ingeschreven_natuurlijk_persoon";1988;357000;"upholstered";"C";320000;4571,42857142857;2020;"Haarlem"
"1662";2750;136;"house";"ingeschreven_natuurlijk_persoon";1997;747000;"furnished or upholstered";"";669603,174603175;4655,1724137931;2007;"Amstelveen"
"1663";1550;80;"apartment";"ingeschreven_natuurlijk_persoon";1936;72000;"upholstered";"F";150000;1898,73417721519;2020;"Amsterdam"
"1664";1245;50;"apartment";"ingeschreven_natuurlijk_persoon";1900;323000;"furnished";"";18632,94011;356,333974358974;1998;"Utrecht"
"1665";1295;80;"apartment";"ingeschreven_niet_natuurlijk_persoon";1907;NA;"furnished or upholstered";"";5536,35722983871;92,0361534437086;2000;"Rotterdam"
"1666";1500;48;"apartment";"ingeschreven_natuurlijk_persoon";1912;393000;"furnished";"";190000;3800;2001;"Amsterdam"
"1667";1100;110;"house";"ingeschreven_natuurlijk_persoon";1967;286000;"upholstered";"E";151500;1363,63636363636;2016;"Land van Cuijk"
"1668";2295;115;"apartment";"ingeschreven_natuurlijk_persoon";1999;615000;"furnished";"B";268000;2304,34782608696;2016;"Rotterdam"
"1669";1400;55;"apartment";"ingeschreven_natuurlijk_persoon";1920;154000;"upholstered";"";90000;1666,66666666667;2020;"Leiden"
"1670";1375;111;"house";"ingeschreven_natuurlijk_persoon";1936;316000;"furnished";"G";179000;1521,73913043478;2004;"Tilburg"
"1671";1325;40;"apartment";"ingeschreven_natuurlijk_persoon";1991;104000;"furnished";"";189000;4725;2016;"Amsterdam"
"1672";1300;105;"apartment";"ingeschreven_natuurlijk_persoon";1990;352000;"upholstered";"A";325000;3245;2021;"Waalwijk"
"1674";2500;192;"apartment";"ingeschreven_natuurlijk_persoon";2001;499000;"furnished";"";281490;1629,35323383085;2005;"Almere"
"1675";1050;45;"apartment";"ingeschreven_natuurlijk_persoon";1922;195000;"upholstered";"C";125000;2906,97674418605;2020;"Maastricht"
"1676";1395;70;"apartment";"";1931;NA;"furnished";"";95398,0099664179;1467,66169179104;2021;"Den Haag"
"1677";1500;110;"house";"ingeschreven_natuurlijk_persoon";1972;294000;"furnished";"";230000;1960,17699115044;2005;"Eindhoven"
"1678";1950;122;"apartment";"ingeschreven_natuurlijk_persoon";1880;623000;"upholstered";"";233333,3333;1944,44444416667;2017;"Den Haag"
"1679";3200;120;"apartment";"ingeschreven_natuurlijk_persoon";1891;964000;"upholstered";"E";890100;6666,66666666667;2020;"Amsterdam"
"1680";595;20;"apartment";"ingeschreven_natuurlijk_persoon";1880;101000;"shell";"";8675,73221757322;329,018540235294;1999;"Leeuwarden"
"1681";925;45;"house";"ingeschreven_natuurlijk_persoon";1896;413000;"shell";"";123148,148148148;2777,77777777778;2016;"Het Hogeland"
"1682";925;40;"apartment";"ingeschreven_natuurlijk_persoon";1916;182000;"upholstered";"";78750;2208,33333325;2017;"Hengelo"
"1683";2500;110;"apartment";"ingeschreven_natuurlijk_persoon";1967;473000;"shell";"";343840,579710145;3009,43396226415;2016;"Amstelveen"
"1684";1267;50;"apartment";"ingeschreven_natuurlijk_persoon";1981;244000;"furnished";"C";159985;3100;2019;"Eindhoven"
"1685";1350;102;"house";"ingeschreven_natuurlijk_persoon";1932;332000;"upholstered";"D";214545,454545455;2117,64705882353;2013;"Leiden"
"1686";1875;67;"apartment";"";2021;NA;"upholstered";"A+++";48925;693,061271408451;2002;"Amsterdam"
"1687";854;40;"apartment";"ingeschreven_natuurlijk_persoon";1450;460000;"furnished";"";52789,1156462585;1401,61725075472;2012;"Utrecht"
"1688";1595;100;"apartment";"ingeschreven_niet_natuurlijk_persoon";1993;NA;"furnished";"B";318000;3214,28571428571;2021;"Rotterdam"
"1689";925;17;"apartment";"ingeschreven_niet_natuurlijk_persoon";1896;NA;"furnished";"A";41666,66667;1915,66265060241;2017;"Den Haag"
"1690";1400;55;"apartment";"ingeschreven_niet_natuurlijk_persoon";2015;NA;"furnished";"A";97198,275862069;1818,18181818182;2021;"Rotterdam"
"1691";4950;346;"house";"ingeschreven_natuurlijk_persoon";1958;771000;"shell";"D";468000;2379,14691943128;2017;"Hilversum"
"1692";1300;61;"apartment";"ingeschreven_natuurlijk_persoon";1958;329000;"furnished";"D";252500;4187,23333333333;2019;"Rotterdam"
"1693";1550;95;"apartment";"ingeschreven_natuurlijk_persoon";1971;410000;"furnished";"E";281879,194630872;2907,8947368421;2016;"Amsterdam"
"1694";1200;67;"apartment";"ingeschreven_natuurlijk_persoon";2003;280000;"upholstered";"";172500;2621,21212121212;2016;"Meerssen"
"1695";1575;135;"house";"ingeschreven_natuurlijk_persoon";1975;343000;"upholstered";"D";171394,395348837;1203,82165605096;2003;"Den Haag"
"1696";2500;137;"house";"ingeschreven_niet_natuurlijk_persoon";1999;NA;"furnished";"B";450000;2992,70072992701;2022;"Amsterdam"
"1697";1850;101;"apartment";"ingeschreven_natuurlijk_persoon";1940;280000;"furnished";"D";277184,065934066;2778,65;2020;"Rotterdam"
"1698";1100;60;"apartment";"ingeschreven_niet_natuurlijk_persoon";1890;NA;"upholstered";"D";174375;2878,78787878788;2007;"Den Haag"
"1699";1900;60;"apartment";"ingeschreven_natuurlijk_persoon";1940;526000;"upholstered";"B";531000;8913,50537804878;2022;"Amsterdam"
"1700";745;20;"apartment";"ingeschreven_natuurlijk_persoon";1882;128000;"upholstered";"F";18666,6666666667;937,5;2012;"Leiden"
"1701";850;40;"apartment";"kadaster_niet_natuurlijk_persoon";1900;NA;"shell";"";17168,2984678947;540,46052625;1999;"Katwijk"
"1702";1750;50;"apartment";"ingeschreven_natuurlijk_persoon";2022;1887000;"furnished";"";80060,7287449393;1535,08771929825;2018;"Amsterdam"
"1703";2250;142;"house";"ingeschreven_natuurlijk_persoon";2002;337000;"furnished";"A";293553,719008264;2103,57142857143;2018;"Eindhoven"
"1704";1250;76;"apartment";"ingeschreven_natuurlijk_persoon";1990;296000;"furnished";"";267500;3583,33333333333;2022;"Amersfoort"
"1705";1950;107;"house";"ingeschreven_natuurlijk_persoon";1985;279000;"upholstered";"C";266500;2477,27272727273;2020;"Veldhoven"
"1706";1895;130;"house";"ingeschreven_natuurlijk_persoon";1958;587000;"furnished";"F";380000;2862,59541984733;2018;"Velsen"
"1707";2350;80;"apartment";"ingeschreven_natuurlijk_persoon";1990;530000;"upholstered";"C";515000;6437,5;2022;"Amsterdam"
"1708";2350;136;"apartment";"ingeschreven_natuurlijk_persoon";2010;564000;"furnished";"A";161780;1250;2016;"Rotterdam"
"1709";775;50;"house";"ingeschreven_niet_natuurlijk_persoon";1750;NA;"unknown";"A";353558,4545;6900;2014;"Leiden"
"1710";1900;50;"apartment";"ingeschreven_natuurlijk_persoon";1925;460000;"furnished";"";311000;6019,60784313726;2022;"Amsterdam"
"1711";975;60;"apartment";"ingeschreven_niet_natuurlijk_persoon";1988;NA;"upholstered";"";229000;3868,85245901639;2002;"Enschede"
"1712";1650;89;"apartment";"ingeschreven_natuurlijk_persoon";2011;264000;"upholstered";"A";340219,78021978;3833,33333333333;2022;"Haarlemmermeer"
"1713";750;26;"studio";"ingeschreven_natuurlijk_persoon";1938;544000;"upholstered";"";44859,8130841122;1516,66666675;2017;"Leiden"
"1714";1395;59;"apartment";"ingeschreven_natuurlijk_persoon";1930;294000;"furnished";"G";81600;1354,5671641791;2005;"Leiden"
"1715";1250;62;"apartment";"ingeschreven_natuurlijk_persoon";1985;286000;"furnished";"";302205;5186,4406779661;2021;"Amersfoort"
"1716";1825;110;"house";"ingeschreven_natuurlijk_persoon";1929;352000;"upholstered";"F";216000;1963,6678200692;2019;"Eindhoven"
"1717";1450;66;"apartment";"ingeschreven_natuurlijk_persoon";1957;312000;"shell";"C";164500;2462,68656716418;2015;"Rotterdam"
"1718";1950;70;"apartment";"ingeschreven_natuurlijk_persoon";2000;524000;"furnished or upholstered";"";229000;3371,42857142857;2008;"Amsterdam"
"1719";1950;73;"studio";"ingeschreven_natuurlijk_persoon";1952;397000;"furnished or upholstered";"C";205000;2909,09090909091;2017;"Eindhoven"
"1720";1650;100;"apartment";"ingeschreven_natuurlijk_persoon";1931;266000;"furnished";"";141000;1500;2014;"Den Haag"
"1721";725;40;"apartment";"ingeschreven_natuurlijk_persoon";1920;365000;"upholstered";"";39251,497005988;1001,46198830409;2020;"Tilburg"
"1722";1500;100;"house";"ingeschreven_niet_natuurlijk_persoon";2008;NA;"furnished or upholstered";"A";1302540;12476,6355140187;2010;"Amstelveen"
"1723";1400;124;"house";"ingeschreven_natuurlijk_persoon";2022;353000;"upholstered";"A++++";275000;2160;2018;"Den Bosch"
"1724";1500;34;"apartment";"kadaster_natuurlijk_persoon";1909;431000;"furnished";"";81000;2835,9375;2016;"Amsterdam"
"1725";2500;93;"apartment";"ingeschreven_natuurlijk_persoon";2003;402000;"furnished";"B";259500;2829,78723404255;2016;"Amsterdam"
"1726";2750;95;"apartment";"ingeschreven_natuurlijk_persoon";1999;809000;"furnished";"B";625000;7011,49425287356;2013;"Amsterdam"
"1727";1250;73;"apartment";"ingeschreven_natuurlijk_persoon";1915;255000;"shell";"C";282000;3733,76623376623;2022;"Den Haag"
"1728";2350;110;"apartment";"ingeschreven_natuurlijk_persoon";1899;944000;"furnished";"D";372537,313432836;3435,18518518519;2017;"Amstelveen"
"1729";2250;94;"house";"ingeschreven_natuurlijk_persoon";1926;505000;"furnished";"F";278156;3111,11111111111;2011;"Noordwijk"
"1730";895;62;"apartment";"ingeschreven_natuurlijk_persoon";1955;198000;"upholstered";"";93000;1559,3220338983;2017;"Tilburg"
"1731";995;65;"apartment";"ingeschreven_natuurlijk_persoon";1976;173000;"upholstered";"C";91000;1400,90769230769;2014;"Waadhoeke"
"1732";1350;70;"apartment";"ingeschreven_natuurlijk_persoon";1955;338000;"upholstered";"B";132800;1894,73684210526;2020;"Oegstgeest"
"1733";1525;73;"apartment";"ingeschreven_natuurlijk_persoon";1984;359000;"upholstered";"B";170750;2233,33333333333;2007;"Amsterdam"
"1734";1495;95;"house";"ingeschreven_natuurlijk_persoon";1963;337000;"furnished";"";243006,993006993;2589,47368421053;2017;"Groningen"
"1735";1750;193;"house";"ingeschreven_natuurlijk_persoon";1939;530000;"furnished";"";320000;1544,11764705882;2008;"Utrecht"
"1736";3000;199;"house";"ingeschreven_niet_natuurlijk_persoon";2004;NA;"upholstered";"A";330000;1684,21052631579;2005;"Amsterdam"
"1737";1950;68;"apartment";"ingeschreven_niet_natuurlijk_persoon";2020;NA;"furnished";"A";159375;2358,20895522388;2015;"Amsterdam"
"1738";1950;69;"apartment";"ingeschreven_natuurlijk_persoon";1921;465000;"furnished";"D";402000;5666,66666666667;2019;"Amsterdam"
"1739";2000;119;"apartment";"ingeschreven_natuurlijk_persoon";2001;526000;"upholstered";"C";2e+05;1617,39130434783;2004;"Breda"
"1740";1550;198;"house";"ingeschreven_natuurlijk_persoon";1978;316000;"furnished";"C";124000;530;2003;"Almere"
"1741";1950;85;"apartment";"ingeschreven_natuurlijk_persoon";1966;345000;"furnished";"";58991;750;1999;"Amstelveen"
"1742";1350;91;"house";"ingeschreven_natuurlijk_persoon";1895;335000;"upholstered";"E";215000;2171,05263157895;2013;"Tilburg"
"1743";1195;65;"apartment";"ingeschreven_natuurlijk_persoon";2001;262000;"upholstered";"C";110000;1825,39682539683;2014;"Eindhoven"
"1744";1325;65;"apartment";"ingeschreven_natuurlijk_persoon";1958;245000;"furnished";"";260000;4000;2021;"Hengelo"
"1745";4950;150;"apartment";"ingeschreven_natuurlijk_persoon";2022;1284000;"furnished or upholstered";"";869513,618677043;4688,64468864469;2007;"Rotterdam"
"1746";985;60;"house";"ingeschreven_natuurlijk_persoon";1936;297000;"shell";"";81576,0869565217;1304,61666666667;2000;"Hilversum"
"1747";1350;53;"apartment";"ingeschreven_natuurlijk_persoon";1958;267000;"furnished";"";113600;2074,07407407407;2004;"Rotterdam"
"1748";1595;105;"apartment";"ingeschreven_natuurlijk_persoon";1982;325000;"shell";"";351000;3500;2022;"Rijswijk"
"1749";1450;78;"apartment";"ingeschreven_natuurlijk_persoon";1913;290000;"upholstered";"";106250;1312,5;2021;"Groningen"
"1750";1650;76;"apartment";"ingeschreven_natuurlijk_persoon";1938;720000;"unknown";"B";325241,379310345;4173,33333333333;2009;"Haarlem"
"1751";1400;75;"apartment";"ingeschreven_natuurlijk_persoon";1961;265000;"upholstered";"G";183829,787234043;2400;2020;"Rotterdam"
"1752";1650;80;"apartment";"ingeschreven_natuurlijk_persoon";1988;457000;"furnished or upholstered";"";129000;1611,11111111111;2001;"Groningen"
"1753";1950;60;"apartment";"";1935;NA;"upholstered";"C";99804,90018;1607,14285714286;2001;"Amsterdam"
"1754";1495;100;"apartment";"ingeschreven_natuurlijk_persoon";1923;323000;"upholstered";"C";135000;1274,03846153846;2006;"Rotterdam"
"1755";2750;165;"house";"ingeschreven_natuurlijk_persoon";1765;97000;"upholstered";"";18357,7869393004;123,618641801242;1986;"Breda"
"1756";1295;70;"apartment";"ingeschreven_natuurlijk_persoon";1905;401000;"furnished or upholstered";"";91491,7127071823;1285,71428571429;2020;"Den Bosch"
"1757";800;61;"apartment";"ingeschreven_natuurlijk_persoon";1976;148000;"shell";"";125000;2200;2021;"Tilburg"
"1758";1600;55;"apartment";"ingeschreven_natuurlijk_persoon";1962;276000;"furnished";"D";135000;2413,79310344828;2015;"Amsterdam"
"1759";1345;110;"apartment";"ingeschreven_natuurlijk_persoon";1937;226000;"upholstered";"";123000;1079,13832190476;2020;"Rotterdam"
"1760";1250;75;"apartment";"ingeschreven_natuurlijk_persoon";1990;355000;"furnished";"";206000;2729,72972972973;2013;"Den Bosch"
"1762";1295;70;"apartment";"ingeschreven_natuurlijk_persoon";1976;210000;"upholstered";"B";185000;2707,14285714286;2020;"Noordwijk"
"1763";2450;130;"apartment";"ingeschreven_natuurlijk_persoon";1939;676000;"furnished";"";337000;2500;2014;"Amsterdam"
"1764";1300;100;"apartment";"ingeschreven_natuurlijk_persoon";1939;249000;"upholstered";"G";137412;1457,142857;2016;"Rotterdam"
"1765";1395;85;"apartment";"ingeschreven_niet_natuurlijk_persoon";1860;NA;"upholstered";"A";236413,043478261;2797,61904761905;2015;"Rotterdam"
"1766";1700;149;"house";"ingeschreven_natuurlijk_persoon";1973;366000;"upholstered";"";260000;1587,83783783784;2004;"Maastricht"
"1767";1100;55;"apartment";"ingeschreven_natuurlijk_persoon";1871;655000;"furnished";"A";280000;5084,74576271186;2017;"Utrecht"
"1768";1850;200;"house";"ingeschreven_natuurlijk_persoon";1926;617000;"upholstered";"";284000;1440;2010;"Tilburg"
"1769";1600;58;"apartment";"ingeschreven_niet_natuurlijk_persoon";1952;NA;"upholstered";"C";8364,280853;139,404680883333;1991;"Rotterdam"
"1770";1250;120;"apartment";"ingeschreven_natuurlijk_persoon";1934;1083000;"furnished";"";263939,393939394;2277,77777777778;2001;"Groningen"
"1771";985;80;"apartment";"ingeschreven_natuurlijk_persoon";1964;220000;"upholstered";"";127000;1611,11111111111;2014;"Maastricht"
"1772";945;55;"apartment";"ingeschreven_natuurlijk_persoon";1947;109000;"upholstered";"E";138157,894736842;2728,57142857143;2022;"Berg en Dal"
"1773";1295;160;"house";"ingeschreven_natuurlijk_persoon";1600;426000;"unknown";"D";455000;3191,86046511628;2019;"Den Bosch"
"1774";1250;75;"house";"kadaster_natuurlijk_persoon";1893;0;"furnished";"D";188000;2500;2017;"Tilburg"
"1775";600;39;"apartment";"ingeschreven_natuurlijk_persoon";1895;171000;"unknown";"C";96326,5306122449;3000;2020;"Eindhoven"
"1776";1500;60;"apartment";"ingeschreven_natuurlijk_persoon";1727;319000;"furnished";"";351000;6545,45454545455;2020;"Alkmaar"
"1777";1375;86;"apartment";"ingeschreven_natuurlijk_persoon";2012;357000;"furnished";"A";192927,777777778;2209,3023255814;2013;"Berg en Dal"
"1778";1295;65;"apartment";"ingeschreven_natuurlijk_persoon";1913;292000;"upholstered";"F";206000;3121,21212121212;2017;"Arnhem"
"1779";945;85;"house";"ingeschreven_natuurlijk_persoon";1966;226000;"shell";"F";135600;1600;2017;"Almelo"
"1780";1650;65;"apartment";"ingeschreven_natuurlijk_persoon";1935;256000;"furnished";"E";76666,66667;1269,84126984127;2003;"Amsterdam"
"1781";1325;50;"apartment";"ingeschreven_natuurlijk_persoon";1828;493000;"furnished";"";392500;7500;2021;"Amsterdam"
"1782";1450;116;"apartment";"ingeschreven_natuurlijk_persoon";1935;255000;"upholstered";"F";199500;1608,69565217391;2019;"Rotterdam"
"1783";1075;65;"apartment";"ingeschreven_natuurlijk_persoon";1961;236000;"shell";"";170000;2576,92307692308;2020;"Groningen"
"1784";1750;115;"apartment";"ingeschreven_niet_natuurlijk_persoon";1898;NA;"furnished or upholstered";"";272463,768115942;2304,34782608696;2019;"Rotterdam"
"1785";1075;75;"apartment";"kadaster_natuurlijk_persoon";2015;350000;"upholstered";"";91911,7647242647;1225,49019632353;2020;"Haarlem"
"1786";2250;100;"apartment";"ingeschreven_natuurlijk_persoon";1956;358000;"furnished";"C";203000;2009,80392156863;2014;"Amstelveen"
"1787";1300;30;"apartment";"ingeschreven_natuurlijk_persoon";1970;250000;"furnished or upholstered";"";72000;2352,94117647059;2019;"Haarlem"
"1788";1100;60;"apartment";"ingeschreven_natuurlijk_persoon";1965;275000;"upholstered";"";148000;2466,66666666667;2019;"Den Bosch"
"1789";4150;187;"apartment";"ingeschreven_natuurlijk_persoon";1988;1161000;"furnished";"B";425000;1884,74576271186;2019;"Amsterdam"
"1790";1750;110;"house";"ingeschreven_natuurlijk_persoon";1974;370000;"furnished";"E";280000;2500;2016;"Maastricht"
"1791";795;41;"apartment";"ingeschreven_niet_natuurlijk_persoon";1919;NA;"upholstered";"";143333,3333;3200;2011;"Utrecht"
"1792";1595;75;"apartment";"ingeschreven_natuurlijk_persoon";1860;542000;"furnished";"A";240000;3171,05263157895;2019;"Haarlem"
"1793";1125;53;"apartment";"ingeschreven_natuurlijk_persoon";1910;149000;"furnished";"C";1e+05;1826,92307692308;2019;"Maastricht"
"1794";1350;70;"apartment";"ingeschreven_natuurlijk_persoon";1955;297000;"upholstered";"C";170000;2428,57142857143;2009;"Hilversum"
"1795";995;55;"apartment";"ingeschreven_natuurlijk_persoon";1932;347000;"upholstered";"C";155500;2827,27272727273;2019;"Tilburg"
"1796";1495;95;"apartment";"ingeschreven_natuurlijk_persoon";2000;455000;"furnished or upholstered";"";189250;2032,60869565217;2016;"Dordrecht"
"1797";1240;76;"apartment";"ingeschreven_natuurlijk_persoon";1961;224000;"furnished";"D";460000;6560,12176575343;2022;"Breda"
"1798";1195;92;"house";"ingeschreven_natuurlijk_persoon";1931;254000;"unknown";"";137500;1527,77777777778;2016;"Groningen"
"1799";1495;85;"apartment";"ingeschreven_natuurlijk_persoon";1930;288000;"upholstered";"C";260000;3029,41176470588;2021;"Rotterdam"
"1800";1450;100;"house";"ingeschreven_natuurlijk_persoon";2006;312000;"upholstered";"A";185000;1897,72727272727;2016;"Nieuwegein"
"1801";1790;60;"apartment";"ingeschreven_natuurlijk_persoon";1927;477000;"furnished";"";444000;7500,99085365854;2019;"Amsterdam"
"1802";2000;68;"apartment";"ingeschreven_natuurlijk_persoon";1922;624000;"furnished";"E";410000;6346,15384615385;2016;"Amsterdam"
"1803";1000;50;"apartment";"ingeschreven_natuurlijk_persoon";1936;153000;"furnished";"E";210000;4166,666666;2022;"Eindhoven"
"1804";1399;98;"house";"ingeschreven_natuurlijk_persoon";1960;270000;"upholstered";"C";218450;2270,40816326531;2021;"Lelystad"
"1805";950;72;"apartment";"ingeschreven_natuurlijk_persoon";1966;200000;"furnished";"G";145000;2071,42857142857;2021;"Dijk en Waard"
"1806";1950;66;"apartment";"ingeschreven_natuurlijk_persoon";2005;524000;"upholstered";"";190000;2871,21212121212;2008;"Amsterdam"
"1807";1495;60;"apartment";"ingeschreven_natuurlijk_persoon";1935;347000;"upholstered";"E";230000;3901,0416671875;2018;"Rotterdam"
"1808";1500;45;"apartment";"ingeschreven_natuurlijk_persoon";1964;255000;"furnished";"B";170000;4098,1308411215;2017;"Amsterdam"
"1809";1175;78;"apartment";"ingeschreven_natuurlijk_persoon";1999;314000;"shell";"B";235347;3108,97435897436;2020;"Rotterdam"
"1810";1250;90;"apartment";"ingeschreven_natuurlijk_persoon";1959;231000;"upholstered";"";113258,426966292;1254,68164831461;2006;"Hilversum"
"1811";1695;89;"apartment";"ingeschreven_natuurlijk_persoon";2022;315000;"upholstered";"A++";347100;3793,47826086957;2022;"Almere"
"1812";1250;95;"apartment";"ingeschreven_natuurlijk_persoon";1939;269000;"unknown";"G";272330,097087379;2736,84210526316;2022;"Rotterdam"
"1813";1395;70;"apartment";"ingeschreven_niet_natuurlijk_persoon";1750;NA;"furnished";"";270000;3840,57971014493;2016;"Stichtse Vecht"
"1814";1195;93;"apartment";"ingeschreven_niet_natuurlijk_persoon";1909;NA;"shell";"A";180000;1977,77777777778;2020;"Vlissingen"
"1815";750;20;"apartment";"ingeschreven_natuurlijk_persoon";1895;113000;"upholstered";"A";64500;3010,75268806452;2010;"Den Bosch"
"1816";1600;60;"apartment";"ingeschreven_niet_natuurlijk_persoon";1971;NA;"furnished or upholstered";"B";125000;2117,63333333333;2022;"Amstelveen"
"1817";1800;53;"apartment";"ingeschreven_niet_natuurlijk_persoon";1929;NA;"furnished";"A";120000,3333;2083,33333333333;2014;"Amsterdam"
"1818";1950;80;"house";"ingeschreven_natuurlijk_persoon";1700;532000;"furnished";"E";361000;4512,5;2017;"Breda"
"1819";1375;81;"apartment";"ingeschreven_natuurlijk_persoon";2009;236000;"upholstered";"A";711500;8552,63157894737;2017;"Den Bosch"
"1820";995;35;"apartment";"ingeschreven_natuurlijk_persoon";1932;206000;"upholstered";"";159292,03539823;5000;2016;"Almelo"
"1821";1495;85;"apartment";"ingeschreven_natuurlijk_persoon";1904;402000;"furnished or upholstered";"";175000;2141,17647058824;2007;"Den Haag"
"1822";1450;70;"apartment";"ingeschreven_niet_natuurlijk_persoon";1981;NA;"shell";"";819919,5;14183,3333333333;2015;"Den Haag"
"1823";1140;27;"apartment";"ingeschreven_natuurlijk_persoon";1942;70000;"furnished";"D";18344,8275862069;767,195767238095;2020;"Utrecht"
"1824";1425;104;"apartment";"ingeschreven_natuurlijk_persoon";1971;321000;"upholstered";"C";225000;2142,85714285714;2020;"Utrecht"
"1825";1700;58;"apartment";"";1950;NA;"upholstered";"";214285,7143;3617,64705882353;2008;"Leidschendam-Voorburg"
"1826";2500;100;"apartment";"ingeschreven_natuurlijk_persoon";1882;568000;"upholstered";"";225000;2290,72115384615;2009;"Utrecht"
"1827";1550;54;"apartment";"ingeschreven_natuurlijk_persoon";1939;0;"unknown";"A";5125,05671443966;112,480878186969;1992;"Amsterdam"
"1828";950;70;"house";"ingeschreven_natuurlijk_persoon";1910;174000;"upholstered";"G";87164,1025876923;1250;2022;"Hilversum"
"1829";1025;118;"apartment";"ingeschreven_natuurlijk_persoon";2005;242000;"upholstered";"";140985,141509434;1166,66666666667;2007;"Enschede"
"1830";895;65;"apartment";"ingeschreven_natuurlijk_persoon";1969;128000;"furnished";"C";151500;2265,625;2018;"Echt-Susteren"
"1831";960;56;"apartment";"ingeschreven_natuurlijk_persoon";1903;183000;"upholstered";"";113500;2035,08771929825;2020;"Hilversum"
"1832";1079;60;"apartment";"ingeschreven_natuurlijk_persoon";1956;236000;"upholstered";"";115500;1987,70491803279;2014;"Tilburg"
"1833";1050;83;"house";"";1980;NA;"upholstered";"B";182000;2297,87234042553;2016;"Nijmegen"
"1834";1150;40;"apartment";"ingeschreven_niet_natuurlijk_persoon";2011;NA;"upholstered";"A";133333,333302326;3333,33333255814;2017;"Rheden"
"1835";1073;50;"apartment";"";2018;NA;"upholstered";"";3174,83504943925;67,0562381683168;2006;"Dordrecht"
"1836";2250;75;"apartment";"ingeschreven_natuurlijk_persoon";1900;569000;"furnished or upholstered";"C";580000;7875;2022;"Amsterdam"
"1837";2950;110;"apartment";"ingeschreven_natuurlijk_persoon";1888;1332000;"furnished";"";299971;2752,13675213675;2007;"Amsterdam"
"1838";1550;103;"apartment";"ingeschreven_niet_natuurlijk_persoon";1938;NA;"upholstered";"A";342500;3463,9175257732;2018;"Rotterdam"
"1839";3500;116;"apartment";"ingeschreven_natuurlijk_persoon";1870;600000;"furnished";"C";28309,89111;295,476892831858;1997;"Den Haag"
"1840";1350;70;"apartment";"";1840;NA;"furnished";"";63942,3076923077;964,788732394366;1995;"Amersfoort"
